Date,Open,High,Low,Close
2014-08-13,9155.02,9231.66,9147.14,9231.31
2014-08-14,9276.41,9282.01,9218.55,9230.61
2014-08-15,9243.67,9243.67,9172.91,9206.81
2014-08-18,9222.73,9222.73,9128.66,9141.31
2014-08-19,9188.63,9255.09,9188.63,9243.78
2014-08-20,9278.15,9294.49,9249.31,9288.05
2014-08-21,9286.82,9289.02,9217.97,9253.38
2014-08-22,9273.07,9380.60,9271.87,9380.10
2014-08-25,9393.24,9409.35,9369.24,9390.62
2014-08-26,9394.28,9418.77,9386.49,9393.96
2014-08-27,9426.29,9491.75,9426.29,9485.59
2014-08-28,9499.22,9502.42,9453.49,9478.37
2014-08-29,9459.81,9470.15,9425.35,9436.27
2014-09-01,9474.41,9532.66,9472.96,9513.06
2014-09-02,9503.65,9503.65,9388.13,9399.72
2014-09-03,9434.88,9455.78,9396.79,9450.35
2014-09-04,9439.76,9439.76,9389.29,9428.89
2014-09-05,9446.45,9451.39,9365.70,9407.94
2014-09-09,9452.14,9465.93,9426.99,9434.77
2014-09-10,9410.62,9410.62,9309.05,9357.61
2014-09-11,9376.38,9381.05,9322.95,9322.95
2014-09-12,9324.74,9333.28,9223.18,9223.18
2014-09-15,9206.41,9242.23,9175.61,9217.46
2014-09-16,9218.85,9219.42,9133.40,9133.40
2014-09-17,9171.04,9252.38,9159.85,9195.17
2014-09-18,9211.80,9237.88,9201.91,9237.03
2014-09-19,9268.44,9289.22,9235.44,9240.45
2014-09-22,9220.54,9220.54,9106.27,9134.65
2014-09-23,9134.29,9147.21,9084.90,9084.90
2014-09-24,9071.80,9123.11,9071.80,9098.49
2014-09-25,9126.76,9149.41,8982.51,9011.59
2014-09-26,8957.56,9001.98,8913.51,8989.82
2014-09-29,9018.46,9018.46,8948.09,8960.76
2014-09-30,8954.58,8998.83,8860.17,8966.92
2014-10-01,8958.87,9014.26,8918.96,8990.26
2014-10-02,8959.37,9010.27,8913.01,8975.19
2014-10-03,9010.30,9113.80,8998.27,9106.28
2014-10-06,9118.28,9122.54,9065.34,9095.14
2014-10-07,9065.67,9074.80,8993.45,9040.81
2014-10-08,8989.99,9038.61,8955.18,8955.18
2014-10-09,9021.31,9054.67,8946.16,8966.44
2014-10-13,8767.42,8795.77,8711.39,8711.39
2014-10-14,8691.83,8768.39,8684.19,8768.39
2014-10-15,8769.39,8776.91,8635.41,8655.51
2014-10-16,8602.65,8676.46,8501.29,8633.69
2014-10-17,8688.71,8699.77,8512.88,8512.88
2014-10-20,8617.08,8679.85,8611.17,8663.14
2014-10-21,8676.32,8676.32,8636.67,8654.64
2014-10-22,8744.91,8775.35,8729.77,8748.83
2014-10-23,8735.38,8751.67,8714.88,8731.07
2014-10-24,8740.28,8750.42,8629.24,8646.01
2014-10-27,8671.51,8689.67,8607.23,8627.78
2014-10-28,8692.52,8788.28,8692.52,8773.55
2014-10-29,8821.85,8903.68,8821.85,8903.68
2014-10-30,8890.19,8892.99,8842.80,8888.07
2014-10-31,8909.34,8974.76,8885.21,8974.76
2014-11-03,9009.38,9029.71,8965.50,9004.86
2014-11-04,9030.96,9046.22,8980.96,8989.18
2014-11-05,8997.76,9013.06,8941.18,8962.60
2014-11-06,8968.79,8979.97,8887.36,8891.02
2014-11-07,8881.19,8925.62,8867.78,8912.62
2014-11-10,8937.59,9062.89,8937.59,9049.98
2014-11-11,9067.54,9069.44,9021.54,9034.14
2014-11-12,9030.13,9030.13,8894.11,8918.95
2014-11-13,8947.97,8980.67,8927.09,8980.67
2014-11-14,8992.40,8996.38,8950.23,8982.88
2014-11-17,9003.37,9024.00,8878.38,8884.39
2014-11-18,8916.08,8944.26,8828.15,8859.07
2014-11-19,8896.16,8988.64,8879.29,8963.24
2014-11-20,8984.93,9078.87,8984.93,9078.87
2014-11-21,9104.34,9111.18,9071.86,9091.53
2014-11-24,9144.42,9165.71,9104.54,9122.33
2014-11-25,9125.27,9153.55,9098.32,9116.24
2014-11-26,9125.08,9146.04,9112.19,9122.39
2014-11-27,9153.49,9217.73,9153.49,9165.31
2014-11-28,9163.19,9201.80,9158.28,9187.15
2014-12-01,9038.41,9164.54,8998.55,9117.71
2014-12-02,9098.36,9104.84,9009.69,9034.79
2014-12-03,9073.47,9188.32,9045.20,9175.26
2014-12-04,9212.85,9251.85,9195.15,9225.11
2014-12-05,9220.25,9240.51,9192.29,9206.57
2014-12-08,9231.24,9241.63,9174.51,9187.29
2014-12-09,9163.43,9177.14,9127.12,9128.90
2014-12-10,9115.33,9140.49,9015.52,9032.16
2014-12-11,9003.84,9046.40,8971.53,9013.07
2014-12-12,9041.54,9084.27,9022.56,9027.33
2014-12-15,8987.95,8997.08,8943.04,8985.63
2014-12-16,8967.82,9031.07,8950.91,8950.91
2014-12-17,8961.64,8972.12,8826.03,8828.36
2014-12-18,8912.78,8946.42,8876.88,8878.63
2014-12-19,8981.85,9035.77,8953.17,8999.52
2014-12-22,9032.42,9099.85,9024.01,9095.00
2014-12-23,9123.78,9138.15,9093.43,9097.71
2014-12-24,9096.48,9186.18,9096.48,9186.18
2014-12-25,9186.83,9198.04,9153.77,9158.70
2014-12-26,9171.91,9214.07,9158.39,9214.07
2014-12-27,9222.47,9228.65,9197.13,9218.50
2014-12-29,9216.43,9313.33,9216.43,9286.28
2014-12-30,9299.10,9338.06,9262.70,9268.43
2014-12-31,9260.46,9307.26,9252.31,9307.26
2015-01-05,9292.31,9292.31,9182.02,9274.11
2015-01-06,9209.93,9209.93,9043.44,9048.34
2015-01-07,9051.94,9108.66,9050.54,9080.09
2015-01-08,9154.03,9246.62,9154.03,9238.03
2015-01-09,9247.40,9284.57,9215.58,9215.58
2015-01-12,9198.02,9229.65,9178.30,9178.30
2015-01-13,9162.77,9253.82,9161.71,9231.80
2015-01-14,9235.90,9242.20,9161.71,9180.23
2015-01-15,9197.32,9219.43,9149.10,9165.09
2015-01-16,9245.77,9256.86,9109.46,9138.29
2015-01-19,9183.76,9247.09,9151.82,9174.06
2015-01-20,9188.76,9259.31,9177.48,9251.69
2015-01-21,9283.79,9319.71,9275.68,9319.71
2015-01-22,9336.81,9386.56,9336.81,9369.51
2015-01-23,9422.00,9471.80,9422.00,9470.94
2015-01-26,9474.56,9478.53,9436.47,9477.67
2015-01-27,9505.56,9523.73,9471.19,9521.59
2015-01-28,9503.20,9515.29,9471.31,9510.92
2015-01-29,9479.36,9482.13,9403.75,9426.90
2015-01-30,9452.85,9466.65,9361.91,9361.91
2015-02-02,9368.83,9410.43,9352.19,9386.99
2015-02-03,9394.47,9460.17,9394.47,9448.73
2015-02-04,9477.52,9533.88,9477.52,9513.92
2015-02-05,9511.06,9517.42,9472.42,9512.05
2015-02-06,9521.88,9521.88,9448.65,9456.18
2015-02-09,9465.12,9465.12,9413.18,9421.50
2015-02-10,9405.59,9435.07,9390.13,9393.70
2015-02-11,9430.17,9488.72,9430.17,9462.22
2015-02-12,9496.39,9500.35,9447.19,9496.31
2015-02-13,9500.04,9542.09,9499.97,9529.51
2015-02-24,9582.39,9638.48,9582.39,9629.37
2015-02-25,9655.72,9699.54,9653.77,9699.54
2015-02-26,9687.48,9688.07,9610.59,9622.10
2015-03-02,9665.11,9690.43,9588.36,9601.36
2015-03-03,9628.06,9642.95,9571.64,9605.77
2015-03-04,9596.24,9635.18,9580.78,9621.73
2015-03-05,9627.04,9631.04,9564.44,9595.09
2015-03-06,9587.59,9645.77,9574.55,9645.77
2015-03-09,9617.04,9617.04,9549.76,9562.98
2015-03-10,9566.25,9583.78,9520.33,9536.53
2015-03-11,9503.28,9561.81,9472.54,9523.18
2015-03-12,9537.23,9608.02,9530.74,9596.00
2015-03-13,9608.44,9633.51,9579.35,9579.35
2015-03-16,9583.45,9590.76,9512.91,9512.91
2015-03-17,9555.10,9629.80,9539.44,9539.44
2015-03-18,9563.74,9653.43,9561.50,9653.43
2015-03-19,9668.01,9745.59,9668.01,9736.73
2015-03-20,9706.35,9749.69,9705.32,9749.69
2015-03-23,9759.88,9775.63,9729.81,9758.09
2015-03-24,9759.96,9768.71,9701.33,9731.66
2015-03-25,9739.25,9743.58,9653.47,9667.83
2015-03-26,9579.63,9619.12,9540.03,9619.12
2015-03-27,9593.07,9608.44,9503.72,9503.72
2015-03-30,9533.38,9556.25,9503.53,9521.87
2015-03-31,9568.38,9594.75,9527.87,9586.44
2015-04-01,9575.11,9575.11,9503.53,9507.66
2015-04-02,9535.98,9628.95,9535.98,9600.32
2015-04-07,9619.97,9653.97,9613.33,9641.90
2015-04-08,9646.07,9654.67,9562.00,9571.97
2015-04-09,9597.21,9663.05,9559.71,9568.04
2015-04-10,9626.88,9648.34,9582.84,9617.70
2015-04-13,9622.64,9666.52,9622.59,9666.52
2015-04-14,9646.28,9664.10,9631.19,9642.22
2015-04-15,9629.70,9654.15,9508.14,9540.06
2015-04-16,9578.71,9656.87,9578.71,9656.87
2015-04-17,9608.60,9615.52,9570.93,9570.93
2015-04-20,9541.83,9572.65,9508.57,9552.85
2015-04-21,9554.80,9598.86,9512.64,9533.98
2015-04-22,9549.61,9630.79,9549.61,9613.00
2015-04-23,9655.30,9814.88,9655.30,9797.49
2015-04-24,9839.71,9961.31,9839.71,9913.28
2015-04-27,9941.18,10002.58,9937.04,9973.12
2015-04-28,9998.08,10014.28,9918.01,9956.83
2015-04-29,9934.82,9978.87,9842.50,9853.83
2015-04-30,9841.15,9894.90,9820.05,9820.05
2015-05-04,9853.51,9871.65,9800.48,9845.04
2015-05-05,9849.13,9855.64,9788.13,9820.13
2015-05-06,9780.39,9829.43,9735.94,9818.20
2015-05-07,9789.82,9789.82,9704.11,9704.11
2015-05-08,9724.29,9760.51,9692.00,9692.00
2015-05-11,9763.94,9797.19,9635.88,9663.72
2015-05-12,9637.71,9702.67,9637.21,9680.73
2015-05-13,9697.17,9743.33,9687.66,9724.11
2015-05-14,9730.33,9734.55,9600.24,9610.83
2015-05-15,9638.06,9644.83,9552.86,9579.48
2015-05-18,9603.75,9612.44,9550.76,9606.10
2015-05-19,9623.95,9722.80,9623.95,9716.77
2015-05-20,9726.02,9736.09,9662.86,9685.31
2015-05-21,9647.53,9647.53,9536.16,9578.56
2015-05-22,9606.51,9674.77,9606.51,9638.80
2015-05-25,9654.28,9654.28,9589.32,9645.17
2015-05-26,9688.31,9724.36,9649.62,9669.41
2015-05-27,9666.89,9710.29,9648.71,9693.54
2015-05-28,9741.57,9766.21,9704.93,9712.84
2015-05-29,9727.59,9747.27,9693.00,9701.07
2015-06-01,9688.13,9692.34,9589.09,9625.69
2015-06-02,9619.88,9657.02,9584.56,9614.26
2015-06-03,9617.75,9645.48,9550.44,9556.52
2015-06-04,9537.09,9558.77,9325.01,9348.63
2015-06-05,9328.02,9371.41,9272.94,9340.13
2015-06-08,9324.22,9419.22,9258.98,9368.43
2015-06-09,9346.11,9363.52,9191.87,9191.87
2015-06-10,9246.66,9334.50,9246.66,9298.50
2015-06-11,9330.99,9358.48,9251.18,9302.49
2015-06-12,9304.75,9339.33,9263.41,9301.93
2015-06-15,9304.66,9324.94,9252.34,9259.48
2015-06-16,9272.70,9272.70,9177.95,9212.78
2015-06-17,9232.81,9242.22,9170.09,9189.83
2015-06-18,9189.44,9243.84,9187.87,9218.37
2015-06-22,9247.76,9371.48,9247.76,9341.77
2015-06-23,9375.78,9438.39,9375.78,9391.14
2015-06-24,9390.27,9409.44,9364.38,9397.31
2015-06-25,9415.78,9500.57,9415.78,9476.34
2015-06-26,9481.95,9489.91,9442.94,9462.57
2015-06-29,9358.96,9358.96,9227.11,9236.10
2015-06-30,9223.27,9323.02,9204.45,9323.02
2015-07-01,9311.76,9404.76,9298.36,9375.23
2015-07-02,9372.46,9400.68,9350.05,9379.24
2015-07-03,9369.50,9369.50,9265.14,9358.23
2015-07-06,9309.86,9347.54,9255.96,9255.96
2015-07-07,9278.33,9332.97,9244.46,9250.16
2015-07-08,9225.91,9225.91,8946.75,8976.11
2015-07-09,8861.28,8946.24,8750.92,8914.13
2015-07-13,8946.72,9041.88,8946.72,9033.92
2015-07-14,9061.58,9124.76,9041.76,9041.76
2015-07-15,9063.54,9089.47,9005.10,9054.20
2015-07-16,9062.76,9085.31,9021.82,9042.21
2015-07-17,9060.92,9079.23,9018.00,9045.98
2015-07-20,9085.00,9124.88,8952.64,8975.00
2015-07-21,8997.56,9010.71,8940.38,9005.96
2015-07-22,8955.59,8968.39,8896.10,8918.70
2015-07-23,8865.36,8895.88,8751.71,8791.12
2015-07-24,8809.65,8811.76,8733.43,8767.86
2015-07-27,8733.24,8733.24,8553.09,8556.68
2015-07-28,8566.42,8635.88,8532.00,8582.49
2015-07-29,8587.70,8619.41,8516.23,8563.48
2015-07-30,8567.23,8697.18,8567.23,8651.49
2015-07-31,8670.92,8676.29,8591.37,8665.34
2015-08-03,8636.53,8636.53,8482.92,8524.41
2015-08-04,8538.44,8590.30,8433.92,8510.86
2015-08-05,8504.94,8563.01,8486.27,8542.27
2015-08-06,8564.55,8586.24,8404.67,8449.56
2015-08-07,8409.01,8458.04,8368.40,8442.29
2015-08-10,8410.63,8484.18,8374.08,8466.84
2015-08-11,8542.13,8586.22,8393.08,8394.14
2015-08-12,8365.15,8376.59,8235.95,8283.38
2015-08-13,8284.96,8348.39,8271.69,8311.74
2015-08-14,8315.14,8343.98,8283.35,8305.64
2015-08-17,8307.90,8308.54,8213.42,8213.42
2015-08-18,8237.08,8277.22,8166.77,8177.22
2015-08-19,8182.81,8182.81,7987.57,8021.84
2015-08-20,8008.68,8063.80,7951.72,8029.81
2015-08-21,7941.95,7941.95,7786.92,7786.92
2015-08-24,7719.63,7719.63,7203.07,7410.34
2015-08-25,7427.36,7677.93,7368.47,7675.64
2015-08-26,7636.12,7762.45,7547.61,7715.59
2015-08-27,7762.63,7856.40,7762.63,7824.55
2015-08-28,7923.77,8039.76,7923.77,8019.18
2015-08-31,8026.62,8174.92,7961.77,8174.92
2015-09-01,8117.50,8119.90,8002.18,8017.56
2015-09-02,7970.40,8068.06,7907.31,8035.29
2015-09-03,8071.37,8101.13,8007.48,8095.95
2015-09-04,8087.62,8128.23,7990.86,8000.60
2015-09-07,7990.76,8053.20,7957.80,7986.56
2015-09-08,7993.10,8031.26,7978.78,8001.50
2015-09-09,8097.22,8296.13,8097.22,8286.92
2015-09-10,8247.64,8274.82,8214.50,8268.68
2015-09-11,8271.25,8313.18,8233.14,8305.82
2015-09-14,8332.57,8360.03,8259.31,8307.29
2015-09-15,8320.22,8327.95,8226.07,8259.99
2015-09-16,8298.13,8342.36,8276.94,8333.29
2015-09-17,8377.31,8467.15,8377.31,8445.50
2015-09-18,8427.52,8488.53,8399.71,8462.14
2015-09-21,8404.50,8404.50,8285.43,8307.04
2015-09-22,8331.44,8365.92,8325.78,8365.92
2015-09-23,8310.82,8310.82,8186.22,8193.42
2015-09-24,8224.23,8257.14,8101.90,8123.10
2015-09-25,8131.49,8152.50,8061.87,8132.35
2015-09-30,8097.15,8181.24,8059.68,8181.24
2015-10-01,8194.30,8317.79,8170.78,8295.94
2015-10-02,8290.43,8320.66,8253.75,8305.03
2015-10-05,8342.99,8364.59,8316.83,8352.36
2015-10-06,8409.31,8482.83,8390.89,8394.10
2015-10-07,8398.53,8495.23,8385.04,8495.23
2015-10-08,8528.46,8544.93,8434.50,8445.96
2015-10-12,8478.34,8578.22,8478.34,8573.72
2015-10-13,8571.57,8574.11,8518.41,8567.92
2015-10-14,8545.14,8553.87,8515.53,8522.51
2015-10-15,8573.38,8652.47,8573.38,8601.52
2015-10-16,8596.43,8627.83,8574.64,8604.95
2015-10-19,8628.79,8670.32,8603.08,8631.50
2015-10-20,8651.08,8663.12,8618.48,8653.60
2015-10-21,8668.08,8690.39,8591.42,8609.23
2015-10-22,8600.40,8631.17,8594.21,8608.46
2015-10-23,8671.52,8740.08,8662.03,8673.81
2015-10-26,8706.81,8757.14,8706.81,8745.36
2015-10-27,8724.00,8733.53,8662.77,8701.32
2015-10-28,8679.24,8714.01,8632.38,8665.99
2015-10-29,8682.58,8704.59,8568.13,8571.08
2015-10-30,8578.25,8586.90,8503.69,8554.31
2015-11-02,8571.53,8614.77,8524.01,8614.77
2015-11-03,8643.21,8728.06,8643.21,8713.19
2015-11-04,8759.94,8864.17,8754.18,8857.02
2015-11-05,8858.73,8871.87,8828.04,8850.18
2015-11-06,8857.61,8857.61,8671.89,8693.57
2015-11-09,8702.67,8746.28,8623.70,8642.48
2015-11-10,8614.55,8614.55,8529.54,8536.90
2015-11-11,8543.63,8557.69,8415.01,8415.01
2015-11-12,8426.76,8467.31,8374.07,8428.09
2015-11-13,8402.11,8453.04,8329.50,8329.50
2015-11-16,8278.12,8312.06,8217.34,8295.40
2015-11-17,8369.14,8471.89,8369.14,8419.42
2015-11-18,8432.25,8455.14,8326.72,8340.47
2015-11-19,8382.09,8477.20,8357.20,8477.20
2015-11-20,8472.65,8484.06,8434.33,8465.45
2015-11-23,8480.59,8503.08,8450.01,8485.73
2015-11-24,8472.24,8497.83,8397.44,8400.14
2015-11-25,8407.54,8426.62,8352.17,8386.13
2015-11-26,8411.16,8510.70,8411.16,8484.90
2015-11-27,8493.18,8505.08,8397.49,8398.40
2015-11-30,8339.83,8339.83,8239.00,8320.61
2015-12-01,8359.27,8463.30,8339.50,8463.30
2015-12-02,8475.96,8497.19,8441.28,8457.40
2015-12-03,8424.54,8484.52,8393.29,8456.06
2015-12-04,8423.70,8423.70,8355.75,8398.60
2015-12-07,8432.47,8535.36,8432.47,8454.27
2015-12-08,8442.06,8453.63,8335.67,8343.86
2015-12-09,8329.86,8343.37,8229.62,8229.62
2015-12-10,8214.27,8228.43,8133.42,8216.17
2015-12-11,8217.33,8253.11,8108.68,8115.89
2015-12-14,8058.67,8068.98,7980.59,8040.16
2015-12-15,8074.48,8140.06,8073.35,8073.35
2015-12-16,8144.03,8204.20,8121.06,8184.66
2015-12-17,8214.62,8319.67,8214.62,8319.67
2015-12-18,8272.41,8317.48,8241.32,8257.32
2015-12-21,8228.05,8289.59,8191.53,8282.17
2015-12-22,8283.03,8316.44,8261.72,8292.74
2015-12-23,8296.58,8359.25,8296.58,8315.70
2015-12-24,8351.20,8393.41,8324.36,8324.36
2015-12-25,8328.94,8364.30,8320.10,8363.28
2015-12-28,8374.18,8394.60,8358.49,8358.49
2015-12-29,8349.27,8351.16,8286.84,8293.91
2015-12-30,8313.37,8342.34,8262.52,8279.99
2015-12-31,8273.77,8338.06,8258.73,8338.06
2016-01-04,8315.79,8326.33,8109.09,8114.26
2016-01-05,8105.00,8142.64,8055.96,8075.11
2016-01-06,8064.25,8076.54,7948.43,7990.39
2016-01-07,7963.24,7980.50,7770.16,7852.06
2016-01-08,7811.20,7906.55,7788.71,7893.97
2016-01-11,7855.80,7855.80,7726.22,7788.42
2016-01-12,7807.93,7851.81,7732.11,7768.45
2016-01-13,7799.56,7865.98,7786.33,7824.61
2016-01-14,7752.09,7752.09,7662.34,7742.88
2016-01-15,7809.00,7842.34,7708.66,7762.01
2016-01-18,7678.67,7834.25,7627.89,7811.18
2016-01-19,7816.45,7854.88,7786.77,7854.88
2016-01-20,7835.17,7835.17,7687.60,7699.12
2016-01-21,7713.17,7748.37,7664.01,7664.01
2016-01-22,7729.01,7774.12,7706.14,7756.18
2016-01-25,7813.73,7899.66,7813.73,7894.15
2016-01-26,7832.10,7848.63,7799.58,7828.67
2016-01-27,7863.66,7888.63,7830.33,7849.83
2016-01-28,7825.22,7921.06,7821.12,7905.10
2016-01-29,7880.78,8080.60,7876.82,8080.60
2016-01-30,8107.23,8149.50,8106.63,8145.21
2016-02-01,8164.24,8166.80,8110.87,8156.96
2016-02-02,8141.52,8156.25,8091.14,8131.24
2016-02-03,8117.22,8117.22,8036.60,8063.00
2016-02-15,7976.65,8074.80,7953.99,8066.51
